ano,mes,data,regiao,uf,combustivel,preco_medio,preco_minimo,preco_maximo,variacao_mensal,inflacao,cotacao_petroleo,consumo_estimado,nivel_preco
2020,7,2020-07-01,Sudeste,SP,Diesel,3.53,3.24,3.98,5.1,10.09,109.77,160166,Médio
2020,7,2020-07-01,Sudeste,RJ,Gasolina,3.09,2.84,3.49,-0.45,4.94,47.75,105345,Baixo
2020,7,2020-07-01,Sudeste,RJ,Diesel,3.41,3.14,3.85,2.02,5.91,91.32,134473,Médio
2020,7,2020-07-01,Sudeste,RJ,GLP,7.74,7.12,8.74,-6.24,11.05,77.95,28229,Alto
2020,7,2020-07-01,Sudeste,RJ,Diesel,7.91,7.28,8.94,3.23,9.65,46.34,90294,Crítico
2020,7,2020-07-01,Sudeste,MG,Gasolina,3.48,3.2,3.93,-4.39,7.38,79.84,177185,Alto
2020,7,2020-07-01,Sudeste,MG,Diesel,5.41,4.98,6.11,0.24,9.34,104.32,66968,Baixo
2020,7,2020-07-01,Sudeste,MG,Etanol,7.0,6.44,7.91,-7.61,10.54,67.61,41639,Crítico
2020,7,2020-07-01,Sudeste,ES,GLP,7.74,7.12,8.74,1.46,11.93,101.56,222577,Médio
2020,7,2020-07-01,Sudeste,ES,Gasolina,4.79,4.4,5.41,-1.76,5.62,99.27,84525,Crítico
2020,7,2020-07-01,Sudeste,ES,GNV,5.26,4.84,5.95,6.66,4.8,96.4,35548,Alto
2020,7,2020-07-01,Sul,PR,Etanol,7.77,7.15,8.78,-0.82,5.5,74.26,80539,Alto
2020,7,2020-07-01,Sul,PR,GLP,6.82,6.27,7.7,4.79,4.76,49.69,246663,Alto
2020,7,2020-07-01,Sul,SC,Diesel,7.41,6.82,8.38,1.68,9.58,84.22,210738,Crítico
2020,7,2020-07-01,Sul,SC,Diesel,5.95,5.47,6.72,-1.47,7.63,86.51,28347,Baixo
2020,7,2020-07-01,Sul,RS,GNV,4.28,3.94,4.83,10.45,11.21,76.88,23088,Crítico
2020,7,2020-07-01,Sul,RS,Etanol,7.44,6.85,8.41,-6.11,6.79,64.95,176876,Crítico
2020,8,2020-08-01,Norte,AM,Gasolina,4.68,4.31,5.29,2.21,8.69,69.56,170279,Baixo
2020,8,2020-08-01,Norte,PA,Gasolina,4.37,4.02,4.94,-6.45,5.25,72.31,234156,Crítico
2020,8,2020-08-01,Norte,PA,GLP,3.25,2.99,3.68,6.29,9.85,45.13,237138,Médio
2020,8,2020-08-01,Norte,RO,Gasolina,4.1,3.77,4.63,3.36,5.72,88.09,17745,Baixo
2020,8,2020-08-01,Norte,TO,GLP,3.95,3.64,4.47,-2.76,5.0,65.57,181254,Médio
2020,8,2020-08-01,Nordeste,BA,GNV,6.35,5.84,7.18,3.82,6.61,49.93,131340,Crítico
2020,8,2020-08-01,Nordeste,BA,Diesel,5.33,4.91,6.03,5.75,10.31,59.64,197898,Alto
2020,8,2020-08-01,Nordeste,PE,Etanol,7.78,7.16,8.79,-7.3,7.29,84.66,95707,Alto
2020,8,2020-08-01,Nordeste,PE,Diesel,5.3,4.88,5.99,-7.18,4.0,56.98,177722,Crítico
2020,8,2020-08-01,Nordeste,CE,Gasolina,7.59,6.99,8.58,2.02,11.85,106.57,111864,Baixo
2020,8,2020-08-01,Nordeste,CE,GNV,5.05,4.65,5.71,7.05,8.35,109.69,171642,Alto
2020,8,2020-08-01,Nordeste,MA,Diesel,4.36,4.01,4.93,-6.43,8.29,58.52,34995,Baixo
2020,8,2020-08-01,Nordeste,PB,Etanol,5.64,5.19,6.37,-4.68,8.17,59.04,241953,Médio
2020,8,2020-08-01,Centro-Oeste,DF,GLP,7.76,7.14,8.76,-1.31,5.08,75.03,62803,Médio
2020,8,2020-08-01,Centro-Oeste,GO,GLP,6.32,5.81,7.14,1.55,7.6,106.31,125052,Crítico
2020,8,2020-08-01,Centro-Oeste,GO,GLP,5.44,5.0,6.15,6.74,9.71,101.06,8279,Crítico
2020,8,2020-08-01,Centro-Oeste,MT,GNV,5.83,5.36,6.58,4.64,11.86,94.24,119013,Crítico
2020,8,2020-08-01,Centro-Oeste,MS,GLP,3.67,3.38,4.15,-0.92,5.64,49.1,68911,Baixo
2020,8,2020-08-01,Sudeste,SP,Etanol,5.58,5.14,6.31,2.66,5.1,99.64,180224,Médio
2020,8,2020-08-01,Sudeste,SP,Etanol,3.65,3.35,4.12,-0.5,10.5,72.24,150985,Crítico
2020,8,2020-08-01,Sudeste,SP,Diesel,3.61,3.32,4.08,1.32,7.02,102.82,123585,Baixo
2020,8,2020-08-01,Sudeste,RJ,Gasolina,5.47,5.03,6.18,-0.99,3.33,62.57,131410,Baixo
2020,8,2020-08-01,Sudeste,RJ,GLP,7.71,7.09,8.71,6.56,3.08,93.36,125265,Médio
2020,8,2020-08-01,Sudeste,RJ,GLP,5.98,5.5,6.76,3.46,11.52,85.54,190156,Crítico
2020,8,2020-08-01,Sudeste,RJ,GLP,4.61,4.24,5.21,5.82,8.03,97.56,108303,Alto
2020,8,2020-08-01,Sudeste,MG,Diesel,6.38,5.87,7.21,-3.97,10.17,47.75,153438,Alto
2020,8,2020-08-01,Sudeste,MG,GLP,3.44,3.16,3.88,-0.07,9.04,76.81,171753,Alto
2020,8,2020-08-01,Sudeste,MG,Gasolina,7.44,6.84,8.41,-2.56,5.88,89.15,132058,Alto
2020,8,2020-08-01,Sudeste,ES,Diesel,7.51,6.91,8.49,1.38,10.54,74.25,240098,Crítico
2020,8,2020-08-01,Sudeste,ES,Diesel,4.91,4.52,5.55,4.2,8.83,100.02,12808,Alto
2020,8,2020-08-01,Sudeste,ES,GNV,4.71,4.34,5.33,-4.39,8.03,76.89,37859,Crítico
2020,8,2020-08-01,Sul,PR,GNV,4.24,3.9,4.79,7.07,2.64,101.95,184743,Crítico
2020,8,2020-08-01,Sul,PR,GLP,3.98,3.67,4.5,-2.79,7.56,62.08,213260,Baixo
2020,8,2020-08-01,Sul,SC,Etanol,4.12,3.79,4.66,1.09,7.27,107.0,168678,Alto
2020,8,2020-08-01,Sul,SC,Gasolina,5.39,4.96,6.09,0.31,3.45,96.44,16483,Crítico
2020,8,2020-08-01,Sul,RS,Gasolina,3.81,3.51,4.31,-3.51,10.56,46.88,198024,Baixo
2020,8,2020-08-01,Sul,RS,Etanol,3.96,3.64,4.48,-3.96,11.08,89.46,87247,Médio
2020,9,2020-09-01,Norte,AM,Diesel,4.21,3.88,4.76,3.61,4.19,93.12,148702,Crítico
2020,9,2020-09-01,Norte,PA,GLP,4.92,4.52,5.56,-7.43,6.48,105.19,239656,Crítico
2020,9,2020-09-01,Norte,PA,GNV,5.33,4.91,6.03,-1.61,4.01,87.03,182608,Médio
2020,9,2020-09-01,Norte,RO,GNV,3.36,3.09,3.79,-1.53,2.93,80.85,237597,Alto
2020,9,2020-09-01,Norte,TO,Etanol,6.29,5.78,7.1,1.16,5.85,94.15,120318,Crítico
2020,9,2020-09-01,Nordeste,BA,Gasolina,6.1,5.61,6.89,-5.83,8.12,64.46,88720,Alto
2020,9,2020-09-01,Nordeste,BA,Diesel,3.95,3.64,4.47,-2.34,4.86,59.03,15431,Crítico
2020,9,2020-09-01,Nordeste,PE,GLP,7.17,6.6,8.1,4.14,3.26,47.01,18056,Baixo
2020,9,2020-09-01,Nordeste,PE,GLP,6.87,6.32,7.77,0.21,9.53,108.75,145278,Alto
2020,9,2020-09-01,Nordeste,CE,Etanol,6.44,5.92,7.28,3.96,5.23,58.03,213758,Médio
2020,9,2020-09-01,Nordeste,CE,Etanol,7.22,6.65,8.16,5.39,9.48,92.51,141481,Alto
2020,9,2020-09-01,Nordeste,MA,Gasolina,5.67,5.21,6.4,1.67,4.65,104.96,11873,Alto
2020,9,2020-09-01,Nordeste,PB,Diesel,6.14,5.65,6.94,0.34,7.6,85.98,41552,Baixo
2020,9,2020-09-01,Centro-Oeste,DF,Diesel,5.88,5.41,6.64,0.23,5.51,72.01,124785,Alto
2020,9,2020-09-01,Centro-Oeste,GO,GLP,5.77,5.31,6.52,4.04,9.17,51.08,25445,Crítico
2020,9,2020-09-01,Centro-Oeste,GO,GNV,6.29,5.79,7.11,3.47,3.49,56.49,170190,Crítico
2020,9,2020-09-01,Centro-Oeste,MT,GLP,5.94,5.46,6.71,1.76,11.78,48.91,237623,Crítico
2020,9,2020-09-01,Centro-Oeste,MS,Gasolina,3.41,3.13,3.85,1.2,10.59,100.46,167405,Médio
2020,9,2020-09-01,Sudeste,SP,GNV,3.86,3.55,4.36,5.07,5.84,102.97,85795,Baixo
2020,9,2020-09-01,Sudeste,SP,Diesel,7.73,7.11,8.73,-2.09,5.01,107.51,205500,Alto
2020,9,2020-09-01,Sudeste,SP,GNV,4.13,3.8,4.66,2.08,10.99,93.34,17169,Médio
2020,9,2020-09-01,Sudeste,RJ,Etanol,4.43,4.07,5.0,2.67,3.35,91.32,234083,Crítico
2020,9,2020-09-01,Sudeste,RJ,Gasolina,4.03,3.71,4.56,4.23,9.85,63.12,37743,Crítico
2020,9,2020-09-01,Sudeste,RJ,Gasolina,3.34,3.07,3.77,-1.82,9.78,70.85,149442,Alto
2020,9,2020-09-01,Sudeste,RJ,GNV,3.88,3.57,4.39,6.93,3.92,68.07,153591,Baixo
2020,9,2020-09-01,Sudeste,MG,Diesel,5.76,5.3,6.51,-1.72,4.07,58.76,228266,Médio
2020,9,2020-09-01,Sudeste,MG,GLP,5.41,4.98,6.11,5.85,5.53,60.38,218379,Crítico
2020,9,2020-09-01,Sudeste,MG,Gasolina,3.35,3.08,3.79,4.03,8.12,74.04,129114,Alto
2020,9,2020-09-01,Sudeste,ES,Etanol,4.35,4.0,4.92,2.15,8.34,91.92,55200,Crítico
2020,9,2020-09-01,Sudeste,ES,GLP,7.17,6.6,8.1,-0.13,5.87,100.38,151096,Alto
2020,9,2020-09-01,Sudeste,ES,GNV,4.34,3.99,4.91,-4.72,9.92,49.25,43559,Baixo
2020,9,2020-09-01,Sul,PR,GLP,5.84,5.38,6.6,-2.76,4.04,52.06,244336,Médio
2020,9,2020-09-01,Sul,PR,Diesel,5.66,5.21,6.4,-1.43,6.54,55.64,138956,Crítico
2020,9,2020-09-01,Sul,SC,Diesel,4.29,3.95,4.85,1.16,10.02,72.4,122839,Crítico
2020,9,2020-09-01,Sul,SC,Diesel,3.25,2.99,3.67,0.97,11.7,45.95,49679,Médio
2020,9,2020-09-01,Sul,RS,Etanol,3.69,3.4,4.17,3.23,4.43,53.68,172384,Médio
2020,9,2020-09-01,Sul,RS,GLP,7.4,6.81,8.37,2.47,9.88,51.96,89984,Alto
2020,10,2020-10-01,Norte,AM,Gasolina,7.44,6.85,8.41,-0.21,2.71,94.59,31161,Alto
2020,10,2020-10-01,Norte,PA,Diesel,6.96,6.4,7.86,2.34,3.47,74.85,86607,Alto
2020,10,2020-10-01,Norte,PA,GNV,6.11,5.62,6.9,11.81,5.83,76.28,247879,Alto
2020,10,2020-10-01,Norte,RO,Gasolina,7.88,7.25,8.9,-1.25,8.2,57.45,55531,Baixo
2020,10,2020-10-01,Norte,TO,GNV,3.34,3.07,3.77,-0.39,11.28,94.72,71478,Alto
2020,10,2020-10-01,Nordeste,BA,GNV,5.86,5.39,6.62,-3.13,11.38,73.18,48676,Médio
2020,10,2020-10-01,Nordeste,BA,Etanol,6.77,6.23,7.65,7.5,6.08,82.14,178801,Alto
2020,10,2020-10-01,Nordeste,PE,Gasolina,6.12,5.63,6.92,-5.36,7.38,92.56,122358,Médio
2020,10,2020-10-01,Nordeste,PE,GLP,7.18,6.61,8.12,-1.55,11.64,60.29,243103,Alto
2020,10,2020-10-01,Nordeste,CE,GLP,5.91,5.43,6.68,-9.81,6.27,53.26,81940,Baixo
2020,10,2020-10-01,Nordeste,CE,Gasolina,7.08,6.52,8.0,-2.18,2.09,83.7,48529,Crítico
2020,10,2020-10-01,Nordeste,MA,GLP,5.88,5.41,6.64,1.04,5.82,92.33,92435,Médio
2020,10,2020-10-01,Nordeste,PB,GNV,7.22,6.64,8.15,2.08,3.62,58.41,128708,Médio
2020,10,2020-10-01,Centro-Oeste,DF,Gasolina,4.05,3.73,4.58,5.45,11.01,98.5,96550,Crítico
2020,10,2020-10-01,Centro-Oeste,GO,GLP,6.03,5.55,6.81,-0.0,9.78,107.21,155633,Médio
2020,10,2020-10-01,Centro-Oeste,GO,Etanol,5.17,4.76,5.85,-2.0,6.13,96.05,9263,Baixo
2020,10,2020-10-01,Centro-Oeste,MT,Etanol,3.59,3.3,4.06,1.84,9.07,45.03,187343,Alto
2020,10,2020-10-01,Centro-Oeste,MS,Etanol,4.37,4.02,4.94,-2.67,10.47,102.14,195710,Crítico
2020,10,2020-10-01,Sudeste,SP,Gasolina,6.17,5.67,6.97,4.43,6.05,53.57,156842,Crítico
2020,10,2020-10-01,Sudeste,SP,Gasolina,5.19,4.78,5.87,1.62,3.0,97.46,5572,Médio
2020,10,2020-10-01,Sudeste,SP,Etanol,5.08,4.67,5.74,0.26,4.06,69.7,134896,Baixo
2020,10,2020-10-01,Sudeste,RJ,GNV,5.69,5.24,6.43,-0.88,11.72,79.57,228950,Crítico
2020,10,2020-10-01,Sudeste,RJ,GNV,6.22,5.73,7.03,-7.5,2.29,70.3,167160,Médio
2020,10,2020-10-01,Sudeste,RJ,Diesel,5.75,5.29,6.5,-0.9,6.01,94.2,73091,Médio
2020,10,2020-10-01,Sudeste,RJ,Etanol,6.87,6.32,7.76,-0.79,11.77,54.73,211374,Crítico
2020,10,2020-10-01,Sudeste,MG,Etanol,7.34,6.75,8.29,1.31,10.52,80.61,184053,Médio
2020,10,2020-10-01,Sudeste,MG,GLP,7.75,7.13,8.76,1.96,9.61,98.1,72005,Alto
2020,10,2020-10-01,Sudeste,MG,Gasolina,3.37,3.1,3.8,0.53,11.23,101.72,54316,Médio
2020,10,2020-10-01,Sudeste,ES,GLP,7.57,6.96,8.55,2.96,6.11,62.13,142177,Alto
2020,10,2020-10-01,Sudeste,ES,Diesel,6.79,6.25,7.67,0.33,10.0,83.95,244955,Médio
2020,10,2020-10-01,Sudeste,ES,GLP,6.5,5.98,7.34,0.55,6.14,53.73,249428,Crítico
2020,10,2020-10-01,Sul,PR,Diesel,4.01,3.68,4.53,4.49,5.66,54.18,118134,Baixo
2020,10,2020-10-01,Sul,PR,GLP,3.25,2.99,3.68,4.61,6.18,105.08,240009,Crítico
2020,10,2020-10-01,Sul,SC,GLP,4.12,3.79,4.65,3.03,2.76,82.18,230372,Médio
2020,10,2020-10-01,Sul,SC,Etanol,6.32,5.81,7.14,6.29,7.51,102.47,8083,Baixo
2020,10,2020-10-01,Sul,RS,Gasolina,7.7,7.08,8.7,-1.97,10.09,78.5,220942,Alto
2020,10,2020-10-01,Sul,RS,Gasolina,4.59,4.22,5.18,3.1,8.77,63.37,249093,Crítico
2020,11,2020-11-01,Norte,AM,GNV,7.01,6.45,7.92,4.4,7.97,80.87,248801,Médio
2020,11,2020-11-01,Norte,PA,GLP,4.71,4.33,5.32,0.9,7.56,46.31,19960,Baixo
2020,11,2020-11-01,Norte,PA,Diesel,4.13,3.8,4.67,-5.5,10.46,100.5,80745,Crítico
2020,11,2020-11-01,Norte,RO,Etanol,6.6,6.07,7.46,2.54,10.61,60.67,146640,Baixo
2020,11,2020-11-01,Norte,TO,Diesel,7.76,7.14,8.77,-0.88,6.08,80.15,90709,Alto
2020,11,2020-11-01,Nordeste,BA,Diesel,3.87,3.56,4.37,2.43,5.2,58.53,138059,Médio
2020,11,2020-11-01,Nordeste,BA,GNV,4.99,4.59,5.64,6.09,7.39,81.23,172430,Alto
2020,11,2020-11-01,Nordeste,PE,Diesel,6.9,6.35,7.8,1.67,9.22,90.46,93514,Médio
2020,11,2020-11-01,Nordeste,PE,Diesel,3.83,3.53,4.33,0.23,10.58,86.71,101703,Alto
2020,11,2020-11-01,Nordeste,CE,Gasolina,6.18,5.69,6.99,-3.0,3.99,63.95,208271,Crítico
2020,11,2020-11-01,Nordeste,CE,GLP,6.26,5.76,7.07,2.42,8.36,86.64,111292,Alto
2020,11,2020-11-01,Nordeste,MA,GNV,3.2,2.94,3.61,-1.62,6.42,64.07,6988,Crítico
2020,11,2020-11-01,Nordeste,PB,Diesel,5.11,4.7,5.78,2.06,10.58,74.38,150286,Médio
2020,11,2020-11-01,Centro-Oeste,DF,Diesel,4.84,4.45,5.47,0.08,10.42,51.1,18456,Baixo
2020,11,2020-11-01,Centro-Oeste,GO,GNV,5.12,4.71,5.78,-6.71,2.14,105.77,60730,Crítico
2020,11,2020-11-01,Centro-Oeste,GO,GLP,4.38,4.03,4.95,-7.57,9.38,81.78,49961,Alto
2020,11,2020-11-01,Centro-Oeste,MT,GLP,7.4,6.81,8.36,7.24,7.32,48.41,165304,Médio
2020,11,2020-11-01,Centro-Oeste,MS,GNV,5.02,4.62,5.67,-0.4,2.06,81.01,58750,Baixo
2020,11,2020-11-01,Sudeste,SP,GLP,5.05,4.65,5.71,-2.72,2.45,52.27,127054,Médio
2020,11,2020-11-01,Sudeste,SP,Gasolina,6.7,6.17,7.57,-7.54,9.36,83.49,191283,Alto
2020,11,2020-11-01,Sudeste,SP,Etanol,4.44,4.08,5.02,3.57,11.61,58.26,95082,Médio
2020,11,2020-11-01,Sudeste,RJ,GLP,7.23,6.65,8.17,-0.46,2.58,89.87,171770,Alto
2020,11,2020-11-01,Sudeste,RJ,GNV,6.97,6.41,7.88,-5.44,5.99,74.39,231407,Baixo
2020,11,2020-11-01,Sudeste,RJ,Etanol,4.24,3.9,4.8,-6.99,8.98,61.1,60268,Crítico
2020,11,2020-11-01,Sudeste,RJ,GLP,7.69,7.07,8.69,-4.59,9.68,67.69,78360,Alto
2020,11,2020-11-01,Sudeste,MG,GLP,4.12,3.79,4.65,0.8,5.42,68.36,241218,Baixo
2020,11,2020-11-01,Sudeste,MG,Gasolina,3.42,3.15,3.87,4.85,8.82,89.94,131992,Baixo
2020,11,2020-11-01,Sudeste,MG,Diesel,4.53,4.17,5.12,-0.44,6.17,73.22,97855,Baixo
2020,11,2020-11-01,Sudeste,ES,GLP,4.03,3.71,4.55,-2.59,11.35,59.99,243750,Médio
2020,11,2020-11-01,Sudeste,ES,Gasolina,3.02,2.78,3.41,-2.8,2.28,73.81,241679,Baixo
2020,11,2020-11-01,Sudeste,ES,Gasolina,7.91,7.28,8.94,0.5,11.06,49.28,83104,Baixo
2020,11,2020-11-01,Sul,PR,Gasolina,3.34,3.08,3.78,3.49,6.56,82.93,215879,Alto
2020,11,2020-11-01,Sul,PR,Gasolina,7.13,6.56,8.06,-4.08,10.59,87.92,113093,Crítico
2020,11,2020-11-01,Sul,SC,Gasolina,7.31,6.72,8.26,0.52,8.41,66.08,183645,Crítico
2020,11,2020-11-01,Sul,SC,GLP,3.07,2.83,3.47,-2.23,3.13,84.32,132752,Alto
2020,11,2020-11-01,Sul,RS,Diesel,6.22,5.72,7.03,-0.76,9.01,99.39,38668,Crítico
2020,11,2020-11-01,Sul,RS,Gasolina,7.57,6.97,8.56,1.12,8.15,62.78,113067,Crítico
2020,12,2020-12-01,Norte,AM,GNV,4.59,4.22,5.18,0.43,8.29,54.46,77720,Crítico
2020,12,2020-12-01,Norte,PA,GLP,7.82,7.19,8.83,5.06,8.58,98.57,15109,Médio
2020,12,2020-12-01,Norte,PA,Gasolina,4.58,4.21,5.17,2.96,10.17,62.44,220027,Baixo
2020,12,2020-12-01,Norte,RO,Etanol,7.51,6.91,8.48,1.61,4.26,68.6,208772,Crítico
2020,12,2020-12-01,Norte,TO,GLP,6.51,5.99,7.35,-0.22,8.05,62.42,45424,Baixo
2020,12,2020-12-01,Nordeste,BA,GNV,7.26,6.68,8.2,1.18,2.31,91.26,26196,Alto
2020,12,2020-12-01,Nordeste,BA,Gasolina,3.27,3.01,3.69,2.18,10.11,85.22,127375,Crítico
2020,12,2020-12-01,Nordeste,PE,GNV,7.54,6.93,8.52,-0.54,11.86,58.1,149155,Alto
2020,12,2020-12-01,Nordeste,PE,Etanol,7.16,6.58,8.09,-0.02,8.65,52.33,56755,Alto
2020,12,2020-12-01,Nordeste,CE,Diesel,3.49,3.21,3.94,-2.9,8.46,88.63,40491,Baixo
2020,12,2020-12-01,Nordeste,CE,Gasolina,4.35,4.0,4.91,-2.14,3.27,67.03,88064,Alto
2020,12,2020-12-01,Nordeste,MA,Etanol,7.25,6.67,8.19,-2.67,10.91,98.69,145825,Médio
2020,12,2020-12-01,Nordeste,PB,GLP,7.39,6.8,8.36,2.6,6.46,93.38,232566,Baixo
2020,12,2020-12-01,Centro-Oeste,DF,GLP,7.56,6.96,8.54,2.81,2.47,81.47,37068,Alto
2020,12,2020-12-01,Centro-Oeste,GO,GLP,3.08,2.84,3.49,3.24,11.85,66.9,66615,Baixo
2020,12,2020-12-01,Centro-Oeste,GO,Diesel,4.82,4.43,5.45,-0.54,2.77,61.37,238839,Médio
2020,12,2020-12-01,Centro-Oeste,MT,GLP,4.67,4.29,5.27,1.7,6.64,79.08,134321,Médio
2020,12,2020-12-01,Centro-Oeste,MS,GLP,5.73,5.27,6.47,-5.01,3.86,86.35,42759,Alto
2020,12,2020-12-01,Sudeste,SP,Etanol,4.4,4.04,4.97,-7.99,8.42,79.33,94366,Baixo
2020,12,2020-12-01,Sudeste,SP,Diesel,5.81,5.35,6.57,2.01,11.55,87.1,126647,Baixo
2020,12,2020-12-01,Sudeste,SP,Etanol,7.77,7.15,8.78,6.21,8.53,45.36,199223,Baixo
2020,12,2020-12-01,Sudeste,RJ,Gasolina,5.45,5.01,6.16,-0.92,5.52,88.65,40313,Médio
2020,12,2020-12-01,Sudeste,RJ,Etanol,3.68,3.39,4.16,-7.17,7.18,79.52,67745,Médio
2020,12,2020-12-01,Sudeste,RJ,GLP,4.65,4.28,5.26,-3.14,2.65,74.29,66329,Baixo
2020,12,2020-12-01,Sudeste,RJ,Gasolina,5.32,4.89,6.01,0.19,7.22,70.99,56431,Baixo
2020,12,2020-12-01,Sudeste,MG,Diesel,4.8,4.41,5.42,1.53,5.88,93.84,26184,Médio
2020,12,2020-12-01,Sudeste,MG,GLP,3.88,3.57,4.38,-4.03,5.1,52.05,150937,Crítico
2020,12,2020-12-01,Sudeste,MG,GLP,5.29,4.86,5.98,0.51,9.48,56.96,240558,Alto
2020,12,2020-12-01,Sudeste,ES,Etanol,4.05,3.73,4.58,-3.33,5.6,77.85,207892,Alto
2020,12,2020-12-01,Sudeste,ES,GLP,3.98,3.66,4.5,-0.41,4.54,54.84,215692,Médio
2020,12,2020-12-01,Sudeste,ES,Gasolina,5.1,4.69,5.76,-2.36,10.19,94.42,99473,Médio
2020,12,2020-12-01,Sul,PR,Diesel,3.76,3.46,4.25,3.31,2.29,75.45,63753,Crítico
2020,12,2020-12-01,Sul,PR,Gasolina,7.57,6.96,8.55,-5.42,5.11,88.18,110439,Alto
2020,12,2020-12-01,Sul,SC,Diesel,3.41,3.14,3.85,-2.76,11.98,85.8,7435,Baixo
2020,12,2020-12-01,Sul,SC,Gasolina,3.5,3.22,3.96,-3.16,7.41,69.41,153262,Alto
2020,12,2020-12-01,Sul,RS,Etanol,6.74,6.2,7.61,-0.83,10.81,71.55,126825,Médio
2020,12,2020-12-01,Sul,RS,Etanol,6.13,5.64,6.93,4.56,9.21,89.64,242757,Crítico
2021,1,2021-01-01,Norte,AM,GLP,3.06,2.81,3.45,4.4,3.83,81.01,8388,Alto
2021,1,2021-01-01,Norte,PA,Diesel,5.44,5.0,6.14,-3.01,3.5,58.93,150262,Alto
2021,1,2021-01-01,Norte,PA,Gasolina,5.26,4.84,5.94,-9.6,4.41,55.86,177363,Crítico
2021,1,2021-01-01,Norte,RO,GNV,7.7,7.08,8.7,3.33,8.98,87.45,206282,Crítico
2021,1,2021-01-01,Norte,TO,Etanol,7.48,6.89,8.46,5.23,11.15,91.77,154988,Baixo
2021,1,2021-01-01,Nordeste,BA,Gasolina,4.46,4.1,5.04,-1.21,4.78,65.33,129312,Baixo
2021,1,2021-01-01,Nordeste,BA,Gasolina,7.72,7.1,8.72,-8.21,3.85,109.09,217042,Médio
2021,1,2021-01-01,Nordeste,PE,Diesel,5.11,4.7,5.77,5.94,11.51,79.55,153056,Médio
2021,1,2021-01-01,Nordeste,PE,GNV,6.2,5.7,7.0,4.28,7.18,53.33,86975,Crítico
2021,1,2021-01-01,Nordeste,CE,GLP,5.73,5.27,6.48,3.37,10.18,74.49,248636,Crítico
2021,1,2021-01-01,Nordeste,CE,Diesel,7.37,6.78,8.32,-5.03,5.45,49.57,222738,Alto
2021,1,2021-01-01,Nordeste,MA,Gasolina,7.29,6.7,8.23,-0.94,9.86,64.77,188693,Baixo
2021,1,2021-01-01,Nordeste,PB,GLP,7.64,7.03,8.64,-3.23,10.48,46.05,116116,Crítico
2021,1,2021-01-01,Centro-Oeste,DF,Etanol,4.16,3.83,4.7,-2.68,8.41,95.37,12468,Médio
2021,1,2021-01-01,Centro-Oeste,GO,GLP,6.74,6.2,7.62,4.68,3.88,70.82,115880,Baixo
2021,1,2021-01-01,Centro-Oeste,GO,Etanol,7.64,7.03,8.63,-3.63,8.88,99.53,108296,Alto
2021,1,2021-01-01,Centro-Oeste,MT,Gasolina,4.38,4.03,4.95,2.63,10.97,61.31,40268,Crítico
2021,1,2021-01-01,Centro-Oeste,MS,Etanol,3.92,3.6,4.42,5.33,3.58,88.19,179365,Crítico
2021,1,2021-01-01,Sudeste,SP,Gasolina,4.8,4.42,5.43,-0.56,2.76,61.18,76137,Crítico
2021,1,2021-01-01,Sudeste,SP,GLP,6.73,6.19,7.61,3.94,3.29,66.65,184468,Crítico
2021,1,2021-01-01,Sudeste,SP,GLP,4.77,4.39,5.39,-2.87,11.09,92.76,221279,Baixo
2021,1,2021-01-01,Sudeste,RJ,GNV,7.74,7.12,8.75,-1.42,2.01,89.59,33160,Médio
2021,1,2021-01-01,Sudeste,RJ,GLP,6.28,5.78,7.1,-3.39,2.67,86.84,232905,Alto
2021,1,2021-01-01,Sudeste,RJ,GLP,6.94,6.39,7.85,-3.39,10.81,69.43,33951,Médio
2021,1,2021-01-01,Sudeste,RJ,Gasolina,3.27,3.0,3.69,0.79,4.44,64.08,144985,Alto
2021,1,2021-01-01,Sudeste,MG,Diesel,4.01,3.69,4.53,3.48,10.36,97.87,206073,Médio
2021,1,2021-01-01,Sudeste,MG,Gasolina,5.53,5.09,6.25,2.56,3.11,45.17,208372,Alto
2021,1,2021-01-01,Sudeste,MG,GLP,4.19,3.85,4.73,6.73,8.02,88.5,246998,Médio
2021,1,2021-01-01,Sudeste,ES,GLP,3.4,3.13,3.84,4.28,9.43,86.9,145689,Alto
2021,1,2021-01-01,Sudeste,ES,Diesel,7.93,7.3,8.96,-0.25,6.72,64.64,148772,Alto
2021,1,2021-01-01,Sudeste,ES,Etanol,7.97,7.33,9.0,0.16,11.34,52.94,239377,Crítico
2021,1,2021-01-01,Sul,PR,GNV,7.12,6.55,8.04,3.79,6.52,89.44,228460,Médio
2021,1,2021-01-01,Sul,PR,Gasolina,7.25,6.67,8.2,3.62,10.33,55.6,212807,Crítico
2021,1,2021-01-01,Sul,SC,Etanol,7.61,7.0,8.6,0.22,9.2,70.59,82471,Crítico
2021,1,2021-01-01,Sul,SC,GNV,7.06,6.49,7.98,-1.82,11.53,61.8,204242,Médio
2021,1,2021-01-01,Sul,RS,GLP,3.61,3.32,4.08,2.96,5.73,69.47,58182,Médio
2021,1,2021-01-01,Sul,RS,GLP,4.09,3.76,4.62,-0.54,7.56,95.22,230982,Crítico
2021,2,2021-02-01,Norte,AM,Diesel,7.37,6.78,8.33,9.4,9.21,52.77,237273,Alto
2021,2,2021-02-01,Norte,PA,Gasolina,7.24,6.66,8.18,3.47,3.63,104.05,168316,Médio
